Facility ID,Address,Facility Name,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Cleanliness - star rating,Quietness - star rating,Overall hospital rating - star rating,Recommend hospital - star rating,Summary star rating,Central Line Associated Bloodstream Infection (ICU + select Wards) Lower CI,Central Line Associated Bloodstream Infection (ICU + select Wards) Upper CI,Central Line Associated Bloodstream Infection (ICU + select Wards) SIR,Central Line Associated Bloodstream Infection (ICU + select Wards) Compared to National,Catheter Associated Urinary Tract Infections (ICU + select Wards) Lower CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) Upper CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards) Compared to National,SSI - Colon Surgery Lower CI,SSI - Colon Surgery Upper CI,SSI - Colon Surgery SIR,SSI - Colon Surgery Compared to National,SSI - Abdominal Hysterectomy Lower CI,SSI - Abdominal Hysterectomy Upper CI,SSI - Abdominal Hysterectomy SIR,SSI - Abdominal Hysterectomy Compared to National,MRSA Bacteremia Lower CI,MRSA Bacteremia Upper CI,MRSA Bacteremia SIR,MRSA Bacteremia Compared to National,Clostridium Difficile (C.Diff) Lower CI,Clostridium Difficile (C.Diff) Upper CI,Clostridium Difficile (C.Diff) SIR,Clostridium Difficile (C.Diff) Compared to National,Mean SIR,Mean Compared to National,Infection Rating
170016,"1700 SW 7TH STREET, TOPEKA, KS 66606",UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0.025,2.495,0.506,2.0,0.534,4.051,1.679,2.0,0.295,3.157,1.160,2.0,,,,,0.029,2.825,0.573,2.0,0.097,0.737,0.305,3.0,0.8446,2.2,3
170017,"720 W CENTRAL ST, EL DORADO, KS 67042",SUSAN B ALLEN MEMORIAL HOSPITAL,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.033,3.277,0.664,2.0,0.664,2.0,3
170020,"1701 E 23RD AVENUE, HUTCHINSON, KS 67502",HUTCHINSON REGIONAL MEDICAL CENTER INC,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,0.277,5.456,1.652,2.0,0.015,1.465,0.297,2.0,--,2.328,0.000,2.0,,,,,0.045,4.479,0.908,2.0,0.085,0.905,0.333,3.0,0.638,2.2,3
170023,"401 EAST SPRUCE, GARDEN CITY, KS 67846",CENTURA ST. CATHERINE HOSPITAL-GARDEN CITY,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,,,,,--,1.685,0.000,2.0,--,1.527,0.000,2.0,,,,,,,,,0.147,1.574,0.578,2.0,0.19266666666666665,2.0,3
170027,"200 COMMODORE ST, PRATT, KS 67124",PRATT REGIONAL MEDICAL CENTER,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.029,2.851,0.578,2.0,0.578,2.0,3
17002F,"600 Caisson Hill Road, Fort Riley, KS 66442",Irwin ACH (FT Riley),4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170040,"4000 CAMBRIDGE STREET, KANSAS CITY, KS 66160",UNIVERSITY OF KANSAS HOSPITAL,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,0.503,1.089,0.754,2.0,0.675,1.385,0.982,2.0,0.914,1.979,1.370,2.0,0.734,3.319,1.678,2.0,0.155,0.634,0.334,3.0,0.843,1.111,0.970,2.0,1.0146666666666666,2.1666666666666665,3
170049,"20333 WEST 151ST STREET, OLATHE, KS 66061",OLATHE MEDICAL CENTER,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,--,1.143,0.000,2.0,0.081,1.604,0.485,2.0,0.369,2.802,1.162,2.0,,,,,0.017,1.657,0.336,2.0,0.285,0.791,0.491,3.0,0.49479999999999996,2.2,3
17005F,"2200 SW GAGE BOULEVARD, TOPEKA, KS 66622",COLMERY-O'NEIL VA MEDICAL CENTER,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170068,"315 WEST 15TH STREET, LIBERAL, KS 67901",SOUTHWEST MEDICAL CENTER,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,,,,,0.029,2.899,0.588,2.0,,,,,,,,,,,,,0.009,0.917,0.186,3.0,0.387,2.5,4
170086,"1500 SW 10TH AVENUE, TOPEKA, KS 66604",STORMONT VAIL HOSPITAL,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,0.662,1.983,1.190,2.0,0.426,1.604,0.874,2.0,0.505,2.590,1.245,2.0,0.036,3.530,0.716,2.0,0.151,1.620,0.595,2.0,0.086,0.387,0.195,3.0,0.8025000000000001,2.1666666666666665,3
17008F,"5500 E. KELLOG, WICHITA, KS 67218",WICHITA VA MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,--,2.297,0.000,2.0,--,2.198,0.000,2.0,,,,,,,,,,,,,,,,,0.0,2.0,3
170103,"600 MEDICAL CENTER DRIVE, NEWTON, KS 67114",NMC HEALTH,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,--,2.677,0.000,2.0,0.168,3.306,1.001,2.0,,,,,--,2.203,0.000,2.0,,,,,0.244,1.474,0.665,2.0,0.4165,2.0,3
170104,"9100 W 74TH STREET, SHAWNEE MISSION, KS 66204",ADVENTHEALTH SHAWNEE MISSION,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.089,1.762,0.533,2.0,0.230,2.457,0.903,2.0,0.229,1.739,0.721,2.0,0.010,1.019,0.207,2.0,0.013,1.305,0.265,2.0,0.098,0.403,0.212,3.0,0.47350000000000003,2.1666666666666665,3
170105,"1000 HOSPITAL DRIVE, MCPHERSON, KS 67460",MCPHERSON HOSPITAL,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.397,0.000,2.0,0.0,2.0,3
170109,"2100 BAPTISTE DRIVE, PAOLA, KS 66071",MIAMI COUNTY MEDICAL CENTER,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170120,"1902 SOUTH US HWY 59, PARSONS, KS 67357",LABETTE HEALTH,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.313,2.374,0.984,2.0,0.984,2.0,3
170122,"929 NORTH ST FRANCIS STREET, WICHITA, KS 67214","ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.682,1.579,1.060,2.0,0.306,0.777,0.501,3.0,0.282,1.705,0.769,2.0,,,,,0.731,2.415,1.390,2.0,0.527,0.895,0.693,3.0,0.8825999999999998,2.4,4
170123,"550 N HILLSIDE STREET, WICHITA, KS 67214",WESLEY MEDICAL CENTER,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.783,1.750,1.194,2.0,0.273,0.902,0.519,3.0,0.090,0.961,0.353,3.0,0.017,1.659,0.336,2.0,0.281,1.150,0.605,2.0,0.240,0.556,0.373,3.0,0.5633333333333334,2.5,4
170137,"325 MAINE STREET, LAWRENCE, KS 66044",LMH,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.216,4.249,1.286,2.0,0.172,3.383,1.024,2.0,--,2.023,0.000,2.0,,,,,,,,,0.139,0.841,0.380,3.0,0.6725,2.25,4
170142,"1823 COLLEGE AVE, MANHATTAN, KS 66502","ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,--,2.023,0.000,2.0,0.028,2.796,0.567,2.0,0.036,3.520,0.714,2.0,,,,,,,,,0.057,1.123,0.340,2.0,0.40525,2.0,3
170145,"1400 W 4TH ST, COFFEYVILLE, KS 67337","COFFEYVILLE REGIONAL MEDICAL CENTER, INC",4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.963,0.000,2.0,0.0,2.0,3
170146,"8929 PARALLEL PARKWAY, KANSAS CITY, KS 66112",PROVIDENCE MEDICAL CENTER,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,--,1.785,0.000,2.0,0.113,2.228,0.674,2.0,,,,,,,,,0.687,7.356,2.703,2.0,0.458,1.438,0.846,2.0,1.05575,2.0,3
170175,"3001 AVENUE A, DODGE CITY, KS 67801",CENTURA ST. CATHERINE-DODGE CITY,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.024,2.395,0.486,2.0,0.486,2.0,3
170176,"10500 QUIVIRA ROAD, OVERLAND PARK, KS 66215",OVERLAND PARK REG MED CTR,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.007,0.701,0.142,3.0,0.014,1.337,0.271,2.0,0.250,2.678,0.984,2.0,0.119,2.349,0.711,2.0,0.065,1.289,0.390,2.0,0.102,0.523,0.251,3.0,0.45816666666666667,2.3333333333333335,4
170182,"5721 WEST 119TH STREET, OVERLAND PARK, KS 66209",MENORAH MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.470,2.413,1.160,2.0,0.576,2.603,1.316,2.0,0.055,1.086,0.329,2.0,,,,,--,1.233,0.000,2.0,0.278,1.046,0.570,2.0,0.675,2.0,3
170183,"2770 NORTH WEBB ROAD, WICHITA, KS 67226",KANSAS SURGERY & RECOVERY CENTER,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170185,"12300 METCALF AVENUE, OVERLAND PARK, KS 66213",SAINT LUKE'S SOUTH HOSPITAL,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.047,4.596,0.932,2.0,,,,,0.728,5.523,2.290,2.0,,,,,,,,,0.127,0.965,0.400,3.0,1.2073333333333334,2.3333333333333335,4
170186,"3601 NORTH WEBB ROAD, WICHITA, KS 67226",KANSAS HEART HOSPITAL,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,0.271,5.346,1.618,2.0,0.047,4.622,0.937,2.0,,,,,,,,,,,,,0.018,1.809,0.367,2.0,0.9740000000000001,2.0,3
170187,"401 SOUTH SANTA FE AVENUE, SALINA, KS 67401",SALINA SURGICAL HOSPITAL,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170188,"3651 COLLEGE BLVD, LEAWOOD, KS 66211",KANSAS CITY ORTHOPAEDIC INSTITUTE,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170190,"1829 COLLEGE AVENUE, MANHATTAN, KS 66502",MANHATTAN SURGICAL HOSPITAL LLC,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170191,"514 CLEVELAND STREET, GREAT BEND, KS 67530",UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.235,4.640,1.404,2.0,1.404,2.0,3
170196,"3333 NORTH WEBB ROAD, WICHITA, KS 67226","KANSAS SPINE & SPECIALTY HOSPITAL, LLC",4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170197,"1124 WEST 21ST STREET, ANDOVER, KS 67002",KANSAS MEDICAL CENTER LLC,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,0.571,6.111,2.246,2.0,--,2.161,0.000,2.0,,,,,,,,,--,0.967,0.000,3.0,0.7486666666666667,2.3333333333333335,4
170200,"14800 WEST ST TERESA, WICHITA, KS 67235","VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,--,2.987,0.000,2.0,,,,,,,,,,,,,,,,,0.421,2.163,1.040,2.0,0.52,2.0,3
170203,"1619 K 66, GALENA, KS 66739",MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170204,"3251 NORTH ROCK ROAD, DERBY, KS 67037","ROCK REGIONAL HOSPITAL, LLC",4.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171333,"250 W 9TH STREET, HOISINGTON, KS 67544",CLARA BARTON HOSPITAL,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0.431,4.613,1.695,2.0,1.695,2.0,3
171361,"2420 G STREET, BELLEVILLE, KS 66935",REPUBLIC COUNTY HOSPITAL,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171362,"100 E COLLEGE DRIVE, COLBY, KS 67701",CITIZENS MEDICAL CENTER,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171363,"708 N 18TH STREET, MARYSVILLE, KS 66508","COMMUNITY MEMORIAL HEALTHCARE, INC.",4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171371,"617 LIBERTY, CLAY CENTER, KS 67432",CLAY COUNTY MEDICAL CENTER,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171375,"400 W 8TH STREET, P O BOX 399, BELOIT, KS 67420",MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,,,,,--,2.129,0.000,2.0,,,,,,,,,,,,,,,,,0.0,2.0,3
171377,"921 E. HIGHWAY 36, SMITH CENTER, KS 66967",SMITH COUNTY MEMORIAL HOSPITAL,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171380,"629 SOUTH PLUMMER, CHANUTE, KS 66720",NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0.140,2.764,0.836,2.0,0.836,2.0,3
171382,"800 RAVEN HILL DRIVE, ATCHISON, KS 66002",AMBERWELL ATCHISON ASSOCIATION,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171383,"1300 EAST FIFTH AVENUE, WINFIELD, KS 67156",WILLIAM NEWTON HOSPITAL,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.748,0.000,2.0,0.0,2.0,3
171384,"1201 WEST 12TH AVENUE, EMPORIA, KS 66801",NEWMAN REGIONAL HEALTH,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,0.289,3.095,1.137,2.0,1.137,2.0,3
180001,"85 NORTH GRAND AVENUE, FORT THOMAS, KY 41075",ST ELIZABETH FT THOMAS,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,0.529,3.203,1.445,2.0,0.247,2.644,0.972,2.0,0.567,6.066,2.229,2.0,,,,,--,1.354,0.000,2.0,0.100,0.516,0.248,3.0,0.9788,2.2,3
180002,"240 HOSPITAL ROAD, WHITESBURG, KY 41858",WHITESBURG ARH HOSPITAL,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,,,,--,1.476,0.000,2.0,,,,,,,,,,,,,0.066,1.291,0.391,2.0,0.1955,2.0,3
180004,"440 HOPKINSVILLE STREET, GREENVILLE, KY 42345",OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.011,1.124,0.228,2.0,0.228,2.0,3
180005,"5000 KENTUCKY ROUTE 321, PRESTONSBURG, KY 41653",HIGHLANDS ARH REGIONAL MEDICAL CENTER,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.995,4.068,2.142,2.0,0.044,0.863,0.261,3.0,,,,,,,,,0.027,2.646,0.536,2.0,0.112,0.680,0.307,3.0,0.8115,2.5,4
180009,"2201 LEXINGTON AVENUE, ASHLAND, KY 41101",KING'S DAUGHTERS' MEDICAL CENTER,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,0.342,2.070,0.934,2.0,0.208,0.941,0.476,3.0,0.201,2.154,0.791,2.0,,,,,0.216,1.304,0.588,2.0,0.523,0.911,0.697,3.0,0.6972,2.4,4
180010,"ONE SAINT JOSEPH DRIVE, LEXINGTON, KY 40504",SAINT JOSEPH HOSPITAL,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.062,0.666,0.245,3.0,--,0.166,0.000,3.0,0.009,0.852,0.173,3.0,,,,,--,0.791,0.000,3.0,0.114,0.514,0.260,3.0,0.1356,3.0,5
180011,"1001 SAINT JOSEPH LANE, LONDON, KY 40741",SAINT JOSEPH LONDON,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,0.041,4.036,0.818,2.0,--,1.099,0.000,2.0,,,,,,,,,0.034,3.326,0.674,2.0,0.106,0.805,0.334,3.0,0.4565,2.25,4
180012,"913 NORTH DIXIE AVENUE, ELIZABETHTOWN, KY 42701",BAPTIST HEALTH HARDIN,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.706,4.734,2.936,1.0,1.285,3.449,2.170,1.0,0.479,2.900,1.309,2.0,,,,,0.665,4.026,1.816,2.0,0.444,0.923,0.651,3.0,1.7764,1.8,2
180013,"250 PARK STREET, BOWLING GREEN, KY 42101",THE MEDICAL CENTER (BOWLING GREEN),3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.267,2.030,0.841,2.0,0.622,2.056,1.183,2.0,0.176,1.883,0.692,2.0,0.042,4.107,0.833,2.0,0.168,1.275,0.529,2.0,0.336,0.812,0.535,3.0,0.7688333333333334,2.1666666666666665,3
180017,"1301 NORTH RACE STREET, GLASGOW, KY 42141",T J SAMSON COMMUNITY HOSPITAL,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,--,1.811,0.000,2.0,0.011,1.093,0.222,2.0,--,1.745,0.000,2.0,,,,,0.044,4.372,0.887,2.0,0.141,1.073,0.445,2.0,0.3108,2.0,3
180018,"222 MEDICAL CIRCLE, MOREHEAD, KY 40351",ST CLAIRE REGIONAL MEDICAL CENTER,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,--,1.680,0.000,2.0,0.010,0.947,0.192,3.0,,,,,,,,,,,,,0.406,1.661,0.875,2.0,0.35566666666666663,2.3333333333333335,4
180019,"989 MEDICAL PARK DRIVE, MAYSVILLE, KY 41056",MEADOWVIEW REGIONAL MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.016,1.595,0.323,2.0,0.323,2.0,3
180020,"3600 WEST CUMBERLAND AVENUE, MIDDLESBORO, KY 40965",MIDDLESBORO ARH HOSPITAL,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,--,2.397,0.000,2.0,,,,,,,,,,,,,0.142,2.799,0.847,2.0,0.4235,2.0,3
180024,"320 LORETTO ROAD, LEBANON, KY 40033",SPRING VIEW HOSPITAL,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.410,0.000,2.0,0.0,2.0,3
180025,"4305 NEW SHEPHERDSVILLE ROAD, BARDSTOWN, KY 40004",FLAGET MEMORIAL HOSPITAL,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.220,4.330,1.311,2.0,1.311,2.0,3
180027,"803 POPLAR STREET, MURRAY, KY 42071",MURRAY-CALLOWAY COUNTY HOSPITAL,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,--,2.589,0.000,2.0,0.117,2.304,0.697,2.0,0.648,4.920,2.040,2.0,,,,,,,,,0.108,1.159,0.426,2.0,0.7907500000000001,2.0,3
180029,"100 MEDICAL CENTER DRIVE, HAZARD, KY 41701",HAZARD ARH REGIONAL MEDICAL CENTER,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.998,6.151,4.364,1.0,0.325,1.142,0.640,2.0,--,2.196,0.000,2.0,,,,,2.751,6.974,4.500,1.0,0.103,0.529,0.254,3.0,1.9515999999999998,1.8,2
180035,"1 MEDICAL VILLAGE DRIVE, EDGEWOOD, KY 41017",ST ELIZABETH EDGEWOOD,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.362,1.197,0.688,2.0,0.661,1.774,1.116,2.0,0.191,0.978,0.470,3.0,0.187,3.677,1.113,2.0,0.299,1.352,0.683,2.0,0.179,0.372,0.262,3.0,0.7220000000000001,2.3333333333333335,4
180038,"1201 PLEASANT VALLEY ROAD, OWENSBORO, KY 42303",OWENSBORO HEALTH REGIONAL HOSPITAL,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0.894,2.681,1.608,2.0,0.083,0.885,0.325,3.0,0.070,1.375,0.416,2.0,,,,,0.503,2.275,1.150,2.0,0.063,0.383,0.173,3.0,0.7344,2.4,4
18003F,"650 Joel Drive, Fort Campbell, KY 42223",Blanchfield ACH (FT Campbell),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180040,"200 ABRAHAM FLEXNER WAY, LOUISVILLE, KY 40202",JEWISH HOSPITAL & ST MARY'S HEALTHCARE,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.288,2.642,1.874,1.0,0.486,1.266,0.807,2.0,0.265,1.605,0.724,2.0,,,,,0.757,1.920,1.239,2.0,0.543,0.897,0.703,3.0,1.0694000000000001,2.0,3
180043,"210 MARIE LANGDON DRIVE, MANCHESTER, KY 40962",MANCHESTER MEMORIAL HOSPITAL,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.470,2.841,1.282,2.0,1.282,2.0,3
180044,"911 BYPASS ROAD, PIKEVILLE, KY 41501",PIKEVILLE MEDICAL CENTER,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0.652,1.699,1.083,2.0,0.443,1.026,0.689,2.0,0.167,3.283,0.994,2.0,,,,,0.403,1.648,0.868,2.0,0.907,1.456,1.157,2.0,0.9582,2.0,3
180045,"4900 HOUSTON ROAD, FLORENCE, KY 41042",ST ELIZABETH FLORENCE,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.508,3.073,1.387,2.0,0.016,1.551,0.315,2.0,0.136,2.672,0.809,2.0,,,,,0.019,1.912,0.388,2.0,0.418,1.032,0.674,2.0,0.7146,2.0,3
180048,"217 SOUTH THIRD STREET, DANVILLE, KY 40422",EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.870,3.555,1.872,2.0,0.144,1.543,0.567,2.0,0.324,2.457,1.019,2.0,,,,,0.021,2.040,0.414,2.0,0.667,1.791,1.127,2.0,0.9998000000000001,2.0,3
180049,"801 EASTERN BYPASS, RICHMOND, KY 40475",BAPTIST HEALTH RICHMOND,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,0.334,6.575,1.990,2.0,,,,,,,,,0.294,1.779,0.803,2.0,1.3965,2.0,3
180050,"81 BALL PARK ROAD, HARLAN, KY 40831",HARLAN ARH HOSPITAL,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,--,1.304,0.000,2.0,,,,,,,,,,,,,0.075,1.481,0.448,2.0,0.224,2.0,3
180051,"320 WEST 18TH STREET, HOPKINSVILLE, KY 42240",JENNIE STUART MEDICAL CENTER,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.237,4.673,1.414,2.0,0.241,2.576,0.946,2.0,,,,,,,,,,,,,0.591,1.955,1.125,2.0,1.1616666666666666,2.0,3
180056,"1305 N ELM ST, HENDERSON, KY 42420",DEACONESS HENDERSON HOSPITAL,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.244,4.799,1.452,2.0,--,2.004,0.000,2.0,,,,,,,,,,,,,0.141,1.070,0.444,2.0,0.632,2.0,3
180064,"225 FALCON DRIVE, MOUNT STERLING, KY 40353",SAINT JOSEPH MOUNT STERLING,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.441,4.720,1.734,2.0,1.734,2.0,3
180067,"800 ROSE STREET, LEXINGTON, KY 40536",UNIVERSITY OF KENTUCKY HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.692,1.345,0.978,2.0,0.195,0.560,0.342,3.0,0.398,1.248,0.734,2.0,0.074,1.462,0.443,2.0,1.438,2.494,1.912,1.0,0.214,0.424,0.306,3.0,0.7858333333333335,2.1666666666666665,3
180069,"260 HOSPITAL DRIVE, SOUTH WILLIAMSON, KY 41503",TUG VALLEY ARH REGIONAL MEDICAL CENTER,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,,,,0.206,4.051,1.226,2.0,,,,,,,,,,,,,0.085,1.671,0.506,2.0,0.866,2.0,3
